No,Journal,Year,Month,Title,Authors,No.authors,Author1F,Author1L,LastF,LastL,PropF,PropL,CountryLast,CountryLast2,Region1,Region2,Subfield,Origin
49,Ornit Neotrop,2009,4,NOTES ON THE ECOLOGY OF THE YELLOW-FACED PARROT (ALIPIOPSITTA XANTHOPS) IN CENTRAL BRAZIL.,Carlos Bianchi,1,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
57,Ornit Neotrop,2009,4,NATURAL HISTORY NOTES ON THE PALE-THROATED SERRA-FINCH (EMBERNAGRA LONGICAUDA) IN EASTERN BRAZIL.,"Diego Hoffmann, Leonardo Esteves Lopes, & Marcelo Ferreira de Vasconcelos",3,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
60,Ornit Neotrop,2009,4,"NEST ASSOCIATES AND COLONY TREES OF THE RED-RUMPED CACIQUE (CACICUS HAEMORRHOUS, ICTERIDAE).",Marco Aur_lio Pizo,1,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
3,Ornit Neotrop,2010,1,"CONSIDERATIONS ON THE REINTRODUCTION AND RECOVERY OF THE ALAGOAS CURASSOW MITU MITU (LINNAEUS, 1766) FROM EXTINCTION USING A POTENTIALLY HYBRID CAPTIVE STOCK.","Anita Wajntal, Sergio L. Pereira, & Erwin T. Grau",3,1,1,0,1,0.333333333,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
6,Ornit Neotrop,2010,1,FIGS AND THE PERSISTENCE OF TOCO TOUCAN (RAMPHASTOS TOCO) AT DRY FORESTS FROM WESTERN BRAZIL.,Jos_ Ragusa-Netto,1,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
16,Ornit Neotrop,2010,2,"VARIA_êES NA DISTRIBUI_ÍO ESPACIAL E NO GRITO SOCIAL DA GRALHA-PICA_A (CYANOCORAX CHRYSOPS) NA MATA ATL‘NTICA, SUL DO BRASIL.",Bruno Brunetta & Luiz dos Anjos,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
20,Ornit Neotrop,2010,2,BREEDING BEHAVIOUR OF THE LINED SEEDEATER (SPOROPHILA LINEOLA) IN SOUTHEASTERN BRAZIL.,"Leonardo S. de Oliveira, Livia M. S. Sousa, Paulo V. Davanço, & Mercival R. Francisco",4,0,1,0,1,0.25,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
25,Ornit Neotrop,2010,2,BLACK-AND-WHITE MONJITA (XOLMIS DOMINICANUS) FOLLOWED BY THE SAFFRON-COWLED BLACKBIRD (XANTHOPSAR FLAVUS): STATISTICAL EVIDENCE.,Lucas Krªger & Maria Virginia Petry,2,0,1,1,1,0.5,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
32,Ornit Neotrop,2010,3,"MONITORING OF WHITE-RUMPED SANDPIPER (CALIDRIS FUSCICOLLIS) IN LAGOA DO PEIXE NATIONAL PARK, RIO GRANDE DO DUL, BRAZIL.",JoÊo Luiz Xavier do Nascimento & Paulo Jorge Parreira dos Santos,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
36,Ornit Neotrop,2010,3,DIETA DE AVES DA MATA ATL‘NTICA: UMA ABORDAGEM BASEADA EM CONTE…DOS ESTOMACAIS.,"C_ssia Alves Lima, Paulo Ricardo Siqueira, Raissa M. M. Gonçalves, Marcelo Ferreira de Vasconcelos, & Lemuel Olêvio Leite",5,1,1,0,1,0.4,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
39,Ornit Neotrop,2010,3,FIRST DESCRIPTION OF THE JUVENILE PLUMAGE OF THE CRITICALLY ENDANGERED KAEMPFERêS WOODPECKER (CELEUS OBRIENI) OF CENTRAL BRAZIL.,"Gabriel Augusto Leite, Dianes Gomes Marcelino & Renato Torres Pinheiro",3,0,1,0,1,0.333333333,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
50,Ornit Neotrop,2010,4,"SEASONAL AND LONGITUDINAL VARIATION IN THE ABUNDANCE AND DIVERSITY OF SHOREBIRDS (AVES, CHARADRIIFORMES) ON ATALAIA BEACH IN NORTHEASTERN BRAZIL.",Bruno Jackson Melo de Almeida & Stephen F. Ferrari,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
51,Ornit Neotrop,2010,4,BREEDING BIOLOGY OF COLUMBIDAE IN CENTRAL BRAZIL.,"Miguel ‘. Marini, F_bio J. A. Borges, Leonardo E. Lopes, Letice C. França, Charles Duca, Luciana V. Paiva, Lilian T. Manica, Daniel T. Gressler, & Neander M. Heming",9,0,1,0,1,0.333333333,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
55,Ornit Neotrop,2010,4,"NEST, EGGS, AND NESTLINGS OF THE FAWN-BREASTED TANAGER (PIPRAEIDEA MELANONOTA) IN VENEZUELA.","Renata D. Alquezar, Brian Schwartz, Hubert Schwabl & Regina H. Macedo",4,1,1,1,1,0.5,0.5,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
2,Ornit Neotrop,2011,1,MIGRATORY BIRDS IN THE SEMI-ARID CAATINGA SCRUBLANDS OF NORTHEASTERN BRAZIL: DIVERSITY AND SEASONAL PATTERNS.,"Juan Ruiz-Esparza, Patrêcio Adriano da Rocha, Daniela Pinheiro Bitencurti Ruiz- Esparza, Adauto de Souza Ribeiro, Stephen F. Ferrari",5,0,1,0,1,0.2,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
6,Ornit Neotrop,2011,1,FRUGIVORY AND SEED DISPERSAL BY THE HELMETED MANAKIN (ANTILOPHIA GALEATA) IN FORESTS OF BRAZILIAN CERRADO.,"Adriano M. Silva, Celine de Melo",2,0,1,1,1,0.5,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
7,Ornit Neotrop,2011,1,"DIET AND FEEDING BEHAVIOR OF THE YELLOW-FACED PARROT (ALIPIOPSITTA XANTHOPS) IN BRASILIA, BRAZIL.","Carlos Barros de AraÒj, Luiz Octavio Marcondes-Machado",2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
29,Ornit Neotrop,2011,3,BREEDING BIOLOGY OF THE STRIPE-TAILED YELLOW-FINCH (SICALIS CITRINA) IN CENTRAL BRAZILIAN CERRADO.,Daniel Tourem Gressler & Miguel ‘ngelo Marini,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
30,Ornit Neotrop,2011,3,"PRE-DISPERSAL SEED PREDATION BY BLUE-AND-YELLOW MACAW (ARA ARARAUNA, PSITTACIDAE), ON FRUIT CROPS OF THE PEQUI (CARYOCAR BRASILIENSE, CARYOCARIACEAE), IN THE BRAZILIAN CERRADO.",Jos_ Ragusa-Netto,1,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
47,Ornit Neotrop,2011,4,"FORAGING BEHAVIOR OF THE RESTINGA TYRANNULET (PHYLLOSCARTES KRONEI) (AVES, TYRANNIDAE).",Carlos Ot_vio Araujo Gussoni & Marcos C_sar de Oliveira Santos,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
5,Ornit Neotrop,2012,1,DENSIDAD POBLACIONAL Y çREA DE VIDA DEL CARPINTERITO DE CEARç (PICUMNUS LIMAE) EN EL NORDESTE DE BRASIL.,"Marcelo da Silva, Jorge Ba_uelos Irusta, Marcelo C_mara Rodrigues & Bruno Rodrigo de Albuquerque França",4,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
6,Ornit Neotrop,2012,1,"THE WHITE-RUMPED HAWK (BUTEO LEUCORRHOUS) IN SOUTHERN BRAZIL: STATUS, CONSERVATION, AND FIRST DESCRIPTION OF THE NEST.",Felipe Zilio & Andr_ de Mendonça-Lima,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
13,Ornit Neotrop,2012,1,NEW RECORD OF NESTING SITE OF TROPICAL SCREECH OWL (MEGASCOPS CHOLIBA) FROM BRAZIL.,"Ricardo M. Claudino, Rodolpho C. Rodrigues, & Mariane R. Biz Silva",3,0,1,1,1,0.333333333,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
16,Ornit Neotrop,2012,2,MOBBING ON THE STRIPED OWL (ASIO CLAMATOR) AND BARN OWL (TYTO ALBA) BY BIRDS IN SOUTHEAST BRAZIL: DO OWL DIETS INFLUENCE MOBBING?.,Jos_ Carlos Motta-Junior & P_rsio de Souza Santos-Filho,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
26,Ornit Neotrop,2012,2,SEXUAL DIFFERENCES IN PARENTAL FEEDING EFFORT DURING THE NESTLING PERIOD OF THE WHITE-HEADED MARSH-TYRANT (ARUNDINICOLA LEUCOCEPHALA).,C_sar Cestari,1,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
27,Ornit Neotrop,2012,2,NESTLINGêS PELLETS OF THE GREAT KISKADEE (PITANGUS SULPHURATUS) IN BRAZILIAN URBAN ENVIRONMENT.,Z_lia da Paz Pereira & Celine Melo,2,1,1,1,1,1,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
32,Ornit Neotrop,2012,2,"OUTSTANDING LONGEVITY RECORD DATA FOR THE STREAKED XENOPS (XENOPS RUTILANS TEMMINCK, 1821) IN THE BRAZILIAN ATLANTIC FOREST.",Arthur Angelo Bispo & Pedro Scherer Neto,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
36,Ornit Neotrop,2012,3,NESTING BEHAVIOR OF THE GRASSLAND YELLOW-FINCH (SICALIS LUTEOLA) IN SOUTHEASTERN BRAZIL.,Maikon S. Freitas & Mercival R. Francisco,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
40,Ornit Neotrop,2012,3,BREEDING BIOLOGY OF BIRDS IN THE CERRADO OF CENTRAL BRAZIL.,"Miguel ‘. Marini, F_bio J. A. Borges, Leonardo E. Lopes, Nadinni O. M. Sousa, Daniel T. Gressler, Luane R. Santos, Luciana V. Paiva, Charles Duca, Lilian T. Manica, Sheila S. Rodrigues, Leonardo F. França, Priscila M. Costa, Letice C. França, Neander M. Heming, Mariana B. Silveira, Z_lia P. Pereira, Yonara Lobo, Rita C. S. Medeiros3, & James J. Roper",20,0,1,0,1,0.55,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
43,Ornit Neotrop,2012,3,"REPRODUCCI”N DEL CARPINTERITO DE CEARç (PICUMNUS LIMAE) EN RIO GRANDE DO NORTE, BRASIL.","Marcelo da Silva, Jorge Ba_uelos Irusta, & Marcelo C_mara Rodrigues",3,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
49,Ornit Neotrop,2012,4,OCORR_NCIA DA MURUCUTUTU-DE-BARRIGA-AMARELA (PULSATRIX KOENISWALDIANA) EM FRAGMENTOS FLORESTAIS NO ESTADO DO RIO DE JANEIRO.,"Mieko Ferreira Kanegae, Igor Camacho, Bruna Carla Fernandes, Reginaldo dos Santos Honorato, Cleber de Souza Filho, & Marcus Vinicius Vieira",6,0,1,0,1,0.166666667,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
56,Ornit Neotrop,2012,4,BIRDS AS POTENTIAL SEED DISPERSERS OF CURATELLA AMERICANA L. (DILLENIACEAE) IN THE BRAZILIAN CERRADO.,"M_rcia Cristina Pascotto, Haidi Ten Caten, & JoÊo Paulo Fernandes de Oliveira",3,1,1,0,1,0.666666667,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
70,Ornit Neotrop,2012,Supplement,"MOLT -REPRO DUCTION OVERLAP IN BIRDS OF CERRADO AND ATLANTIC FOREST, BRAZIL","Piratelli, Augusto",1,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
75,Ornit Neotrop,2012,Supplement,TOWARDS AN INTEGRATE D HISTORICAL BIOGEOGRAPHY OF THE NEOTROPICAL LOWLAND AVIFAUNA: COMBINING DIVERSIFICATION ANALYSIS AND LANDSCAPE EVOLUTION.,"Camila C. Ribas, Marcos Maldonado-Coelho, Brian Tilston Smith, Gustavo S. Cabanne, Fernando M. dêHorta, Luciano N. Naka",6,1,1,0,1,0.166666667,0.833333333,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
78,Ornit Neotrop,2012,Supplement,ESTA DO DEL CONOCIMIENTO SOBRE LA ECOLOGêA Y BIOLOGêA DE B…HOS EN BRASIL.,Jos_ Carlos Motta-Junior & Ana Cl_udia Rocha Braga,2,0,1,1,1,0.5,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
1,Ornit Neotrop,2013,1,TOCO-TOUCAN (RAMPHASTOS TOCO) FEEDING HABITS AT AN URBAN AREA IN CENTRAL BRAZIL.,Alessandra Aparecida dos Santos & Jos_ Ragusa-Netto,2,1,1,0,1,0.5,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
5,Ornit Neotrop,2013,1,FORAGING OF THE GOLDEN-CAPPED PARAKEET (ARATINGA AURICAPILLUS) IN AN ANTHROPOGENIC LANDSCAPE IN BRAZIL.,"Paulo Antonio Silva, Celine Melo",2,0,1,1,1,0.5,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
8,Ornit Neotrop,2013,1,A NOVEL HOST OF THE SHINY COWBIRD (MOLOTHRUS BONARIENSIS): THE NEAR-THREATENED PALE-THROATED SERRA-FINCH (EMBERNAGRA LONGICAUDA).,Lilian Mariana Costa,1,1,1,1,1,1,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
19,Ornit Neotrop,2013,2,"MIGRATORY SHOREBIRDS ROOSTING ON A ROOF IN PARAêBA, BRAZIL: RESPONSE TO A NEW HABITAT OR LOSS OF THE NATURAL ONES?.","Tiago A. L. Cardoso, Douglas Zeppelini",2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
32,Ornit Neotrop,2013,3,DO RUFOUS-TAILED JACAMARS (GALBULA RUFICAUDA) PLAY WITH APOSEMATIC BUTTERFLIES?.,Carlos Eduardo G. Pinheiro & Vitor C_sar de Campos,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
34,Ornit Neotrop,2013,4,VARIA_ÍO SAZONAL DE AVES EM UMA çREA DE CAATINGA NO NORDESTE DO BRASIL.,Glauco Alves Pereira & Severino Mendes de Azevedo JÒnior,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
35,Ornit Neotrop,2013,4,BREEDING LIFE-HISTORY TRAITS OF THE PALE-BREASTED THRUSH (TURDUS LEUCOMELAS) IN SOUTHEASTERN BRAZIL.,"Paulo V. Davanço, Leonardo S. de Oliveira, Lêvia M. S. Sousa, & Mercival R. Francisco",4,0,1,0,1,0.25,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
5,Ornit Neotrop,2014,1,SNAKEêS EXUVIAE AS HABITUAL NESTING MATERIAL OF THE BLACKCAPPED DONACOBIUS (DONACOBIUS ATRICAPILLA) (PASSERIFORMES: DONACOBIIDAE) IN THE PANTANAL WETLANDS.,"Sara M. Almeida, Christine Strªssmann, & Evandson J. Anjos-Silva",3,1,1,0,1,0.666666667,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
8,Ornit Neotrop,2014,1,EFFECTS OF HABITAT STRUCTURE ON THE SPATIAL DISTRIBUTION OF TWO SPECIES OF TINAMOUS (AVES: TINAMIDAE) IN A AMAZON TERRAFIRME FOREST.,Rafael Soave Guerta & Renato Cintra,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
14,Ornit Neotrop,2014,2,THE CHALLENGE OF ESTIMATING POPULATION TRENDS IN THE ENDANGERED PERUVIAN PLANTCUTTER (PHYTOTOMA RAIMONDII) AND IMPLICATIONS FOR CONSERVATION.,Sergio Nolazco & James J. Roper.,2,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
15,Ornit Neotrop,2014,2,WILLET (TRINGA SEMIPALMATA) STATUS UPDATE IN SOUTHEASTERN SOUTH AMERICA.,"Natalia S. Martênez-Curci, Adri_n B. Azpiroz, Andros T. Gianuca, Dimas Gianuca, Rick E. Simpson, & Rafael A. Dias",6,1,1,0,1,0.166666667,0.666666667,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
19,Ornit Neotrop,2014,2,"RISCO DE COLISÍO DE AVES COM AERONAVES NO AEROPORTO INTERNACIONAL DE PARNAêBA, PIAUê, BRASIL.","Cleiton Oliveira Cardoso, Deimes do Nascimento Gomes, Antonio Gildo Soares dos Santos, Antonio Alves Tavares, & Anderson Guzzi.",5,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
34,Ornit Neotrop,2014,3,PREVIOUSLY UNREPORTED NESTING ASSOCIATIONS OF THE YELLOWOLIVE FLYCATCHER (TOLMOMYIAS SULPHURESCENS) (AVES: TYRANNIDAE) WITH SOCIAL WASPS AND BEES.,"JoÊo C. T. de Menezes, Bruno C. Barbosa, & Fabio Prezoto",3,0,1,0,1,0,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
36,Ornit Neotrop,2014,4,AN IMPROVED METHOD FOR CAPTURING CAVITY-NESTING BIRDS TESTED WITH THE RUFOUS HORNERO (FURNARIUS RUFUS).,"Talita V. Braga, Felipe L. S. Shibuya, Ricardo A. S. Cerboncini, & James J. Roper",4,1,1,0,1,0.25,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
40,Ornit Neotrop,2014,4,EFFECTS OF TERRA FIRME-FOREST STRUCTURE ON HABITAT USE BY OWLS (AVES: STRIGIFORMES) IN CENTRAL BRAZILIAN AMAZONIA.,Priscilla Esclarski & Renato Cintra,2,1,1,0,1,0.5,1,Brazil,Brazil,S America,Latin America,Ornithology,Based in LA
41,Ornit Neotrop,2002,4,"Presence of the White-Throated Hawk (Buteo Albigula) in the Temperate Rainforest of Aysen, Southernmost Chile.","Ricardo A. Figueroa Rojas, Soraya Corales Stappung, Hernaldo Saldivia Perez and Sergio Alvarado Orellana",4,0,1,0,1,0.25,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
11,Ornit Neotrop,2003,1,"Discovery of a Breeding Colony of Elliots Storm-Petrels (Oceanites Gracilis, Hydrobatidae) in Chile.",Fritz Hertel and Juan C. Torres-Mura,2,0,0,0,1,0,0.5,Chile,Chile,S America,Latin America,Ornithology,Based in LA
13,Ornit Neotrop,2003,1,Observations of Aggressiveness and Territoriality Among Species of Rhinocryptidae in a Rain Forest Fragment in Southern Chile.,Alejandro Correa Rueda and Javier A. Figueroa,2,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
53,Ornit Neotrop,2003,4,Sap Feeding By the Green-Backed Firecrown (Sephanoides Sephanoides).,Cristian F. Estades,1,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
36,Ornit Neotrop,2004,3,Distribucion Y Uso De Dormideros Por El Condor Andino (Vultur gryphus) En Patagonia Chilena.,Alejandro Kusch,1,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
28,Ornit Neotrop,2005,2,Possible Social Foraging Behavior in the Red-Backed Hawk (Buteo Polyosoma).,Sergio Alvarado Orellana and Ricardo A. Figueroa Rojas,2,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
38,Ornit Neotrop,2005,3,"Distribution, Habitat Use, and Abundance Patterns of Landbird Communities on the Juan Fernandez Islands, Chile.","Ingo Hahn, Uwe Romer and Roberto P. Schlatter",3,0,1,0,1,0,0.666666667,Chile,Chile,S America,Latin America,Ornithology,Based in LA
1,Ornit Neotrop,2006,1,Stand Attributes and the Abundance of Secondary Cavity-Nesting Birds in Southern Beech (Nothofagus) Forests in South-Central Chile.,Jorge A. Tomasevic and Cristian F. Estades,2,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
17,Ornit Neotrop,2006,2,Mist-Nets Versus Point Counts in the Estimation of Forest Bird Abundances in South-Central Chile.,"Cristian F. Estades, Martin A. H. Escobar, Jorge A. Tomasevic, Maria Angelica Vukasovic and Mauricio Paez",5,0,1,0,1,0.2,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
24,Ornit Neotrop,2006,2,Breeding of Wedge-Rumped Storm-Petrels (Oceanodroma Tethys) in Northern Chile.,"Mariano Bernal, Alejandro Simeone and Marcelo Flores",3,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
47,Ornit Neotrop,2006,3,Diet of the Chilean Tinamou (Nothoprocta Perdicaria) in South Central Chile.,"Daniel Gonzalez-Acuna, Paulo Riquelme Salazar, Jose Cruzatt Molina, Patricio Lopez Sepulveda, Oscar Skewes Ramm and Ricardo A. Figueroa R.",6,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
61,Ornit Neotrop,2006,4,"Mortalidad De Perdiz Chilena (Nothoprocta Perdicaria) a Causa De Maquinaria Agracola En Chillan, Chile.","Oscar Skewes, Claudio Moraga and Nancy Bustos",3,0,1,1,1,0.333333333,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
63,Ornit Neotrop,2007,4,SANDERLINGS (CALIDRIS ALBA) BANDED IN CANADA RECOVERED IN CHILE.,"Michel Sallaberry A., Mahina Mann N.",2,0,1,1,1,0.5,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
12,Ornit Neotrop,2008,1,RECORDS OF THE WHITE-THROATED HAWK (BUTEO ALBIGULA) ALONG THE CHILEAN COASTAL FORESTS.,"Ecuardo A. Silva-Rodrêguez, Jaime E. Jim_nez, Marco A. SepÒlveda-Fuentes, Maximiliano A. SepÒlveda, Ignacio Rodrêguez-Jorquera, Tom_s Rivas-Fuenzalida, Sergio A. Alvarado, & Ricardo A. Figueroa R",8,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
51,Ornit Neotrop,2008,4,BIOLOGêA REPRODUCTIVA DE LA GARZA CUCA (ARDEA COCOI) EN EL CENTRO- SUR DE CHILE.,"Daniel Gonz_lez-Acu_a, Ricardo A. Figueroa R., Alejandro Gonz_lez, Carlos Barrientos, Karen Ardiles, & Lucila Moreno",6,0,1,1,1,0.333333333,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
23,Ornit Neotrop,2009,2,"ANNUAL VARIATION OF ABUNDANCE AND COMPOSITION IN FOREST BIRD ASSEMBLAGES ON NAVARINO ISLAND, CAPE HORN BIOSPHERE RESERVE, CHILE.","Silvina Ippi, Christopher B. Anderson, Ricardo Rozzi, & Chris S. Elphick",4,1,1,0,1,0.25,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
24,Ornit Neotrop,2009,2,DIET SELECTION OF SANDERLINGS (CALIDRIS ALBA) IN ISLA GUAMBLIN NATIONAL PARK IN THE CHILEAN FJORDS.,"Macarena Castro, Cristian G. Suazo, Eduardo Quiroga, Luisa Baessolo, Aldo M. Arriagada, & Gerson D. Santos-Pavletic",6,1,1,0,1,0.166666667,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
33,Ornit Neotrop,2009,3,"DINçMICA ESTACIONAL Y PATRONES DE DISTRIBUCI”N DE LA AVIFAUNA ASOCIADA A HUMEDALES SUBANTçRTICOS EN LA RESERVA DE BIOSFERA CABO DEL HORNO (54_55çS), CHILE.","Jos_ Tom_s Ibarra, Ricardo Rozzi, Horacio Gilabert, Christopher B. Anderson, Steven M. McGehee, & Cristi_n Bonacic",5,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
19,Ornit Neotrop,2010,2,WINTER FOOD PREFERENCE OF BLACK-FACED IBIS (THERISTICUS MELANOPIS GMELIN 1789) IN PASTURES OF SOUTHERN CHILE.,Alberto Gantz,1,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
47,Ornit Neotrop,2010,4,ON THE ECOLOGY AND CONSERVATION OF THE CRITICALLY ENDANGERED MASAFUERA RAYADITO (APHRASTURA MASAFUERAE).,"Jorge A. Tomasevic, Peter J. Hodum, & Cristi_n F. Estades",3,0,1,0,1,0,0.666666667,Chile,Chile,S America,Latin America,Ornithology,Based in LA
9,Ornit Neotrop,2011,1,FIRST NESTING RECORDS OF THE ENDEMIC SLENDER-BILLED PARAKEET (ENICOGNATHUS LEPTORHYNCHUS) IN SOUTHERN CHILE.,"Maurice Pe_a-Foxon, Silvina Ippi, Iv_n A. Dêaz",3,0,1,0,1,0.333333333,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
11,Ornit Neotrop,2011,1,BIOLOGêA REPRODUCTIVA DEL TRABAJADOR (PHLEOCRYPTES MELANOPS) EN EL CENTRO-SUR DE CHILE.,"Jonathan Lara, Carlos Barrientos, Karen Ardiles, Lucila Moreno, Ricardo A. Figueroa, Daniel Gonz_lez-Acu_a",16,0,1,0,1,0.333333333,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
37,Ornit Neotrop,2011,3,"REPRODUCCI”N DEL AGUILUCHO COLAROJIZA (BUTEO VENTRALIS) EN REMANENTES DE BOSQUE LLUVIOSO TEMPLADO DE LA ARAUCANêA, SUR DE CHILE.","Tom_s Rivas-Fuenzalida, Javier Medel H., & Ricardo A. Figueroa R.",3,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
1,Ornit Neotrop,2012,1,SURVIVAL RATES OF FOREST PASSERINES IN SOUTH-CENTRAL CHILE.,Roberto F. Thomson & Cristi_n F. Estades,2,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
8,Ornit Neotrop,2012,1,"NEST SITE USE IN SYMPATRIC PETRELS OF THE JUAN FERNçNDEZ ARCHIPELAGO, CHILE: JUAN FERNçNDEZ PETREL (PTERODROMA EXTERNA) AND STEJNEGERêS PETREL (PTERODROMA LONGIROSTRIS).","Ronnie Reyes-Arriagada, Peter J. Hodum, & Roberto P. Schlatter",3,0,1,0,1,0,0.666666667,Chile,Chile,S America,Latin America,Ornithology,Based in LA
15,Ornit Neotrop,2012,2,NUEVOS ANTECEDENTES SOBRE EL ESTATUS Y HçBITAT DEL BAILARêN CHICO ARGENTINO (ANTHUS HELLMAYRI) EN EL CENTRO-SUR DE CHILE.,"Vêctor Raimilla, Enrique Hauenstein, Heraldo V. Norambuena, çlvaro Jaramillo, & Roberto Ca_ete",5,0,1,0,1,0,0.8,Chile,Chile,S America,Latin America,Ornithology,Based in LA
20,Ornit Neotrop,2012,2,DISTRIBUTION OF SLENDER-BILLED PARAKEETS (ENICOGNATHUS LEPTORHYNCHUS) IN A FRAGMENTED AGRICULTURAL LANDSCAPE OF SOUTHERN CHILE.,"Ana Paula B. Carneiro, Jaime E. Jim_nez, Thomas H. White, Jr., & Mauricio R. Soto-Gamboa",4,1,1,0,1,0.25,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
23,Ornit Neotrop,2012,2,NOTES ON BREEDING BIOLOGY AND ECOLOGY OF CHILEAN SKUA (STERCORARIUS CHILENSIS) IN SUB-ANTARCTIC ARCHIPELAGOS OF WESTERN PATAGONIA.,"Cristi_n G. Suazo, Aldo M. Arriagada, Luisa Baessolo4, Macarena Castro, & Milton A. Salas",5,0,1,0,1,0.4,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
